global_scenario_id,local_scenario_id,source_folder,seed,thrust_angle_deg,mu,a,e,nu,m,I_diag,N,tf,epsilon,rs,n_agents,x0_r,x0_v,x0_phi,x0_omega,xf_r,xf_v,xf_phi,xf_omega
67,67,baseline_20260822_180915,1787418621,5.0,398000000000000.0,7888382.261502883,0.29032170534537666,0.08726646259971647,22.25377479556516,"[16168.581200740111, 17345.599566620993, 29944.847483157682]",34,345.9623907203836,2.8871484094942127e-05,"[[19.10519672344112, 22.997505081443315, 11.585457393764601], [-5.892266003716691, 18.59753957025792, 3.297770914171837], [5.6860087679518205, -4.164402343928941, -5.386914537376011], [-14.103940306174058, 10.457418772514353, 5.844189751402833], [7.391974497681758, 7.894857443743499, -3.0530596554681697], [22.579989617765463, -27.799097910564896, 14.658809563636169]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-155.153004157494, -438.7107598044863, -248.30945279602005]","[0, 0, 0]","[-0.15122445136289545, -1.0788391915255557, -1.0398391718270428]","[0, 0, 0]"
68,68,baseline_20260822_180915,1787418622,5.0,398000000000000.0,7557061.0222694175,0.07538247439900607,0.08726646259971647,184.47417451088532,"[78907.39517017949, 222006.25952926988, 255798.6571562328]",35,355.7493832555266,9.37001410571346e-05,"[[-5.903850818384592, 41.78826015779736, -6.696414560366034], [-8.029596066753001, -2.518817303319859, 3.113761632814286], [-34.966624258957644, 8.947604298255612, 8.868517821769332], [3.2469608443546796, -13.941648663852183, 11.100519755117508], [10.166808968025627, -3.9471842031926836, -3.492689629579896], [6.086819583519351, 11.019183215549962, 13.042084339334332]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-639.2321689470637, 157.44804006027078, 248.54690360483892]","[0, 0, 0]","[-0.0276058258167392, -0.9877781166960113, 0.7050236972428544]","[0, 0, 0]"
69,69,baseline_20260822_180915,1787418623,5.0,398000000000000.0,7849970.939756223,0.13150109698983578,0.08726646259971647,384.58884436513614,"[156796.5002057644, 205248.18301530337, 263407.33164324716]",69,691.7411884076706,1.3345562792447661e-05,"[[11.256639658297056, -29.647275361117075, 0.9126196655289355], [-21.94752173467933, 6.647710156399066, 4.7898782131838145], [8.038169105075193, 13.25911732107021, 8.733183831760703], [-3.891372024551889, 2.094699396484663, 3.8236542570085277], [-10.775359038782714, 0.3611134076854982, -12.67729687410902], [-8.390471503200539, 2.5260549961305494, -13.577647885081955]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-229.14442587599729, -184.4661651943933, -197.17551752965704]","[0, 0, 0]","[1.125505277203936, 0.059427184799404426, -1.8111633489355388]","[0, 0, 0]"
70,70,baseline_20260822_180915,1787418624,5.0,398000000000000.0,7556233.79980938,0.28472188892828754,0.08726646259971647,67.13763958020245,"[43863.15608289238, 62960.55062267021, 80549.7654950381]",81,810.3488546355323,3.667259420785058e-05,"[[17.99268759970423, 5.535826594156558, -42.028476017159285], [23.37680004507134, -28.009819877147553, -4.425745583062588], [9.518270825644578, 11.054153975563567, -7.43439198097684], [3.0012306704763, -6.335849251086225, -9.463696975535244], [25.204319471080886, 18.648629069645747, -2.6849803960329317], [-16.18089065103224, -28.657528332129136, -22.282065215157424]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[45.56199900646887, -206.67843294124606, -841.4846047427276]","[0, 0, 0]","[1.9125824380783611, 1.4443289234687684, -0.5273001766846357]","[0, 0, 0]"
71,71,baseline_20260822_180915,1787418625,5.0,398000000000000.0,8176754.086940174,0.21293948876282714,0.08726646259971647,212.08530863544047,"[230918.40579246823, 251663.9480284368, 278330.84921410057]",43,434.74232446545045,2.161264991282031e-05,"[[-43.9344030486264, 12.200601473164333, 5.723148978976877], [35.72488324260771, -23.695159547996333, 16.923483081732822], [-2.4378297265673488, -5.948753135021622, -4.990813122891446], [-8.859042147914995, -9.00577682718994, -0.07253543718353866], [13.056291874506071, -33.8865654187167, 30.797164191585377], [22.761792169708187, 1.5703990173317708, 3.6099008818597733]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-13.444187935850016, 43.5107133163555, -81.8921675497554]","[0, 0, 0]","[1.0163884712925155, -2.5435019607816356, 0.48179101392589097]","[0, 0, 0]"
72,72,baseline_20260822_180915,1787418626,5.0,398000000000000.0,7939097.987688109,0.10571282887818213,0.08726646259971647,309.13390439302543,"[241675.01853059817, 438797.5334586903, 572369.0572028]",40,409.1971850136691,7.384583944748754e-05,"[[-36.16452234922288, 23.643214903612247, 1.8566915755756144], [-2.0494146742768877, 23.119687007042728, -5.5665130901159445], [-5.899479479145865, 31.729891420137545, -5.557847782997439], [4.998750027256776, 45.02766587235223, -2.164987960970062], [-14.92237979596775, 13.802908608221186, 18.268837283140837], [5.22485599199416, 15.962139967753064, -14.30694667260313]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-47.463700576800264, -236.57129231537994, -688.2958189244838]","[0, 0, 0]","[-0.791160357508035, -0.8045286782755978, 1.325886795355773]","[0, 0, 0]"
73,73,baseline_20260822_180915,1787418627,5.0,398000000000000.0,7526488.019887479,0.13493966127395268,0.08726646259971647,479.34990196133793,"[155973.10906996438, 232814.77281462148, 315768.96548489266]",79,797.1720639263115,7.062646330919221e-05,"[[6.220447710921691, -10.862543042990747, -14.456912705137038], [-0.6175881587186107, -2.731675272600438, -14.421430016896313], [2.196174263766925, 32.86844314676177, 12.902025175320423], [-6.500546640866926, -18.075549044674357, 12.232596613253607], [12.58341816124042, 9.140005132811593, -11.081365990088774], [7.7904881042986895, 12.232251204776858, 10.47943783440431]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[11.247838570016429, -159.04513881451814, 211.0485222323338]","[0, 0, 0]","[-1.3072202152779817, 0.5788929812084098, -0.9574906307106615]","[0, 0, 0]"
74,74,baseline_20260822_180915,1787418628,5.0,398000000000000.0,7813748.7881214395,0.09059103459075202,0.08726646259971647,215.94104686382335,"[50731.94252549615, 56565.41832141211, 106376.79905620377]",37,374.74350568296313,8.532153843837713e-05,"[[8.910748332773654, -10.115618901885194, 2.4505975432076035], [-2.822478143261186, 2.75056639240503, -11.425749487257828], [12.145645145228533, -14.804632289143882, -4.12608665859425], [-1.0215800236452428, -19.872436691708284, 14.801832152503515], [-9.528902453914109, -0.6884506649887112, 0.16092170827760927], [0.9436109168744542, -7.143848021991149, 3.5491044001862115]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-153.67826777464248, -108.75075853206721, 72.6795457660342]","[0, 0, 0]","[-1.1138324460235882, -0.6569332246928093, 0.6362860908002315]","[0, 0, 0]"
75,75,baseline_20260822_180915,1787418629,5.0,398000000000000.0,7751347.385080839,0.22895040828502547,0.08726646259971647,134.42420851495723,"[14576.992301568083, 127291.324213909, 128537.57718149498]",52,522.4283672833233,9.310260929143791e-06,"[[33.696493711234375, 11.99257431702531, -28.154140913218598], [27.69421185129004, 0.11394869495828464, 2.0396948577904093], [-10.100628587027709, -16.740472060965583, 39.13045427685915], [12.465491276868077, 11.140326726835685, -0.2928111137241069], [-11.92449119589904, -10.541348597561193, -9.393926754189323], [-23.84831206544521, 3.9915260932139702, 13.746129045262462]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-93.76822177623662, -553.9744966803383, -26.275473331509207]","[0, 0, 0]","[-1.401826581076779, 1.226379589442417, -2.316871824780852]","[0, 0, 0]"
76,76,baseline_20260822_180915,1787418630,5.0,398000000000000.0,7852211.732976938,0.19102365567815183,0.08726646259971647,374.45239159662077,"[60676.20488553853, 456497.8859740064, 516501.2396931794]",38,380.90107767877896,1.9811192199205326e-05,"[[27.643494132185726, 16.064951243873875, 2.239731893906764], [11.070531523838142, -9.63047201932786, -5.9746168824648125], [-17.96468094222338, -11.413155428701824, 5.5002320298723655], [14.048642955392049, -5.987831645309041, 23.00575426779366], [21.028450257478518, -12.48251387017277, 30.322758279242933], [-21.279718066778333, 25.832941385217634, 23.96567038022044]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[69.76811290187115, 893.303513170247, -58.87911852294077]","[0, 0, 0]","[0.827160531146853, 1.7387238467202364, 1.1918939089729832]","[0, 0, 0]"
77,77,baseline_20260822_180915,1787418631,5.0,398000000000000.0,8261073.550026112,0.06077017729704222,0.08726646259971647,166.49998727687108,"[70536.71098856899, 106037.0673358704, 117344.43610243464]",51,510.88186864519247,9.617489041625767e-05,"[[1.541820836084972, -19.560915718079123, 34.42547489006192], [24.47081470143329, 4.172279184769857, 29.406493976251145], [-8.6342844261955, 10.446264811335086, -0.2389627210271124], [13.605486798567895, 3.1554508618375268, 6.05663763551568], [-2.598143411201109, 18.904802485196413, 2.3481436533292404], [-27.141869891537706, 11.865860511309524, -8.521381885433453]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[115.56569596917141, -260.40945231345376, -277.27508176983724]","[0, 0, 0]","[0.7713297438743629, -1.946455335060417, 0.42211336837722324]","[0, 0, 0]"
78,78,baseline_20260822_180915,1787418632,5.0,398000000000000.0,7566209.89822595,0.26510603789662673,0.08726646259971647,10.241054832763073,"[10461.209506077257, 10921.468143301194, 18096.220458940545]",68,686.8851436094858,9.839315971540756e-05,"[[4.2412656772421125, -0.7584266309961009, 30.124418639396943], [-34.97055410900626, -25.471614851529292, -17.275037317421436], [31.859701286180567, 26.8895656003576, -4.391776377383166], [2.045624488499563, 4.532589662816145, -12.96609504122063], [4.587937484829757, -10.903802335734598, -3.0883342169826493], [32.60146771238551, -8.445523645912102, -0.6536669346929439]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[82.71712705767467, -701.2495672467448, 424.23996217766245]","[0, 0, 0]","[0.5027656651257949, -0.9094329524422793, -0.20318102734186194]","[0, 0, 0]"
79,79,baseline_20260822_180915,1787418633,5.0,398000000000000.0,7048297.399340057,0.10397288850540358,0.08726646259971647,158.70182304515868,"[103280.66285026622, 212322.06626435468, 310168.69812107575]",33,337.8809820431096,9.527752766660011e-05,"[[-2.4397228232154657, -9.56310897162759, 31.433059399438864], [-37.30557822467718, -6.1035670690477914, -26.63465489536394], [26.807931905044775, 13.278569557844635, -21.09100713104364], [15.819098497925426, 3.5918652807281757, 10.875229783408257], [3.6639836355597915, 4.897179574246185, -3.067312789420897], [-14.841702685445268, -4.991372660437646, 26.638975637581655]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-123.41624538839272, 61.75937620160078, -48.670183765684726]","[0, 0, 0]","[2.7778563481521994, -0.7861233655193179, -0.8907811736894632]","[0, 0, 0]"
80,80,baseline_20260822_180915,1787418634,5.0,398000000000000.0,7606668.281857541,0.013816435229214555,0.08726646259971647,291.9279847212054,"[88234.47786832743, 580102.682465937, 618133.2180820971]",68,688.0434860901278,9.48236641603376e-06,"[[-11.59128058074222, 26.97015522547643, 26.63611555846277], [34.36840495796998, -10.602242353930354, 16.162032196094607], [-11.41900765514592, 24.54583683994036, 3.52072533305242], [5.0104592125269845, 12.309095096363839, 3.942590286806045], [35.13437275453768, -21.05808573141479, 23.68739189406517], [-10.514335577617622, 0.04089217425705693, -4.415588101624019]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-181.38614093795766, 123.7355402975831, 171.61149055928067]","[0, 0, 0]","[0.11714149497113603, 0.21285270728385344, -0.633765883018927]","[0, 0, 0]"
81,81,baseline_20260822_180915,1787418635,15.0,398000000000000.0,8036221.092920382,0.25385507326014195,0.2617993877991494,317.56515213008487,"[97853.0545956695, 546469.3890070758, 552072.5007783021]",66,661.7548654830107,6.283919701599184e-05,"[[13.541559054627314, 23.331645568940427, 35.07480784767581], [5.541673564163883, -7.203903879309391, 44.39835538898489], [-15.701311323336466, 13.411953411436365, 4.556412203259924], [2.4198896266967074, -7.756680375422395, -10.195783516846129], [12.139772586668094, -37.558844368694245, -11.180971576777422], [1.789517515751779, 14.436676319760842, -7.974511871822845]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-305.57333746599136, -697.4762510196939, 42.7080876151289]","[0, 0, 0]","[2.663935869078448, 0.4676876781895095, 0.5714426299702159]","[0, 0, 0]"
82,82,baseline_20260822_180915,1787418636,15.0,398000000000000.0,7446708.983035236,0.17799246066908625,0.2617993877991494,381.9341098613348,"[239125.19441237632, 254123.8161892741, 355046.29897857725]",44,441.811240950016,3.7734803852488446e-06,"[[-13.77666868663537, 4.231055853385343, -0.059829052909416564], [2.5450450937734947, 12.466580854194072, -8.999579314579304], [-5.838438576263517, 3.197215080778948, 3.7776797474839015], [-19.0517802886429, 9.577536827164199, 19.786658269276575], [32.80433814166674, -18.379278754352804, 4.2651940118689655], [7.888456671237368, -10.59388567973379, -0.9900011025823305]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-229.07935063435124, 320.3749085935819, -29.076074533888118]","[0, 0, 0]","[1.3959658733104097, -2.1087302941927053, -1.2574816772024493]","[0, 0, 0]"
83,83,baseline_20260822_180915,1787418637,15.0,398000000000000.0,7476029.68787222,0.14977054352591934,0.2617993877991494,349.4948188631887,"[179738.2383516328, 273210.1483875079, 274182.78815200005]",52,521.0846605710336,3.761665261788e-05,"[[-8.449098059551197, 8.844048952508643, -0.8138470921490732], [-5.3445961414017225, -30.697928345856788, -26.383245574969244], [-5.514353460858477, 13.137039138890211, -0.32454167339733914], [2.459533982596796, 3.30008973802008, -13.600856506920536], [-7.3421702789266465, -2.3209501635450267, -6.206799441473792], [26.56134421990293, -14.964003081024769, 19.14496621202486]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-540.8693866588052, 564.0833718047526, 45.24112730079549]","[0, 0, 0]","[-1.503844527757378, 1.2096784192775905, -2.3090038325107343]","[0, 0, 0]"
84,84,baseline_20260822_180915,1787418638,15.0,398000000000000.0,7197763.588036502,0.03475835757124217,0.2617993877991494,413.5859054050659,"[183189.28479356275, 483734.750595849, 568663.2935883964]",49,493.522021463472,4.318480960498655e-05,"[[-1.5080363061823627, 5.820962155433985, 0.2971532539252587], [-13.173514752504415, 5.028522854648277, -4.525984038285393], [14.457798918964619, 4.959626607844695, 7.699719260945023], [-4.895813466303747, -7.409357479157645, -1.114725074866597], [19.745311424158842, 4.923502504134905, 33.043817833052735], [30.156859490799814, -5.755586020331429, -6.126471327676743]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-36.82416159563919, 54.89581415195928, 54.92406764388833]","[0, 0, 0]","[1.2025541880365807, 1.4402962244587376, 1.33037708845827]","[0, 0, 0]"
85,85,baseline_20260822_180915,1787418639,15.0,398000000000000.0,7942829.14931197,0.12277658134754166,0.2617993877991494,69.62198657157482,"[43090.32859569716, 79512.35702281485, 112951.96007859889]",37,376.6392024880145,9.836389013741749e-05,"[[-2.0108861592035403, 1.9719601188895257, -7.742249534666715], [-5.215131363166885, -0.7516137535449361, -6.073081683822502], [-6.830535710213671, -2.8624871586729457, -22.92306285271173], [4.923485653225902, 16.010358395200672, -16.454132531019294], [-20.607711674648804, 5.5695740472453386, 28.911352776045728], [10.018762063032897, -14.26849366688168, -40.46588051236421]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-201.30012617109762, -283.2549031211164, 10.225886287509725]","[0, 0, 0]","[-1.9431046166229422, 0.452914771296078, 2.359232268219609]","[0, 0, 0]"
86,86,baseline_20260822_180915,1787418640,15.0,398000000000000.0,7746607.303152394,0.02927126688396002,0.2617993877991494,273.8172460814632,"[244298.02118224037, 404500.39127042907, 513600.15678537945]",40,406.5080809318281,7.038401564333458e-05,"[[2.580981725673466, 4.8686427689172715, -7.700588517745261], [1.3002084126072018, 8.306953992911048, -3.651906761100849], [-3.055397125295439, -11.95951678211094, -4.442962683686388], [37.649067539238025, 16.010674978301136, 23.55453654429672], [-4.448960400284584, -14.185446636426006, 1.278065667968677], [-0.08671806523340256, -7.681003839918007, 26.255394654003275]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[648.3442059653767, -308.5450949192247, 238.01774640818118]","[0, 0, 0]","[1.807806454375207, -0.7666396302560563, 1.040184424222173]","[0, 0, 0]"
87,87,baseline_20260822_180915,1787418641,15.0,398000000000000.0,7226518.147899681,0.22536727802712547,0.2617993877991494,284.1320013791747,"[237562.32347904614, 300354.6412156222, 356989.59005912876]",44,445.712382364384,4.6801128083317906e-05,"[[0.9050861358102386, 9.809416084114702, -8.046916929921304], [6.270777884963232, -27.222624298674493, -13.074468123143069], [2.427122517385519, -8.47363993125169, 4.151682643720044], [14.67908520250114, -9.400241896853357, -2.55619552327793], [-1.399073697610152, 32.7795832293383, 9.838776701825635], [32.68703977127034, 7.24437214591967, -31.414973983659657]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-13.75819369753004, 1.9447896132697235, -19.959211509097855]","[0, 0, 0]","[-0.5108324820140754, -2.7489150058917065, -0.24917763891480102]","[0, 0, 0]"
88,88,baseline_20260822_180915,1787418642,15.0,398000000000000.0,7482314.79579965,0.16523148476057659,0.2617993877991494,64.76130169169772,"[13302.152562314199, 22745.164480467807, 24882.567949517637]",61,619.0931554596996,3.510496452836657e-05,"[[0.18695946840459488, 2.4375493116736653, -6.630087364443595], [-7.651817177992112, 18.601121538845476, -4.369657674257449], [-3.4245661475896054, -9.576289953128416, 5.285290694651339], [11.574471246214468, 33.424831328438486, -13.112954734013002], [13.571212297384358, 13.21213355764406, 4.340268293799918], [1.5626928300630336, 3.3169159101161396, -4.521387168687433]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[378.2652525473027, 91.40805226347011, 580.5229332957834]","[0, 0, 0]","[-0.46560608334799863, -0.6571538831336312, 1.9626758119420664]","[0, 0, 0]"
89,89,baseline_20260822_180915,1787418643,15.0,398000000000000.0,7973696.993982378,0.21879815161996138,0.2617993877991494,169.6058940267487,"[18491.635340796245, 78491.76078175088, 92786.41083059294]",41,416.9125134506237,3.859438056189535e-05,"[[-12.627608340724652, 7.4540540699859985, 18.71162589455744], [4.8086349952957885, 3.3653573814156412, -9.932762700487773], [-5.602703483856361, -3.3781013357578313, 14.60793138204468], [9.184959271377467, 24.850664247346607, -4.488148025869118], [-13.241111041726972, 6.072055680666248, 3.5019174124928694], [-5.025827537623807, -24.929614897369056, -6.199322232582737]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[31.02313576572327, 68.77330050448137, 10.820327241482785]","[0, 0, 0]","[-1.6605844067591395, 1.8109290718586182, -0.011654751236154707]","[0, 0, 0]"
90,90,baseline_20260822_180915,1787418644,15.0,398000000000000.0,7697802.753503815,0.20281294198373187,0.2617993877991494,125.3475824180676,"[107856.13275398537, 109845.96312340705, 124812.29492219101]",70,702.1450394903725,7.306466257085699e-05,"[[26.3753316811392, 25.963419894650375, -25.266659434124982], [6.332940652200616, -27.978063832619746, -20.772872104720072], [2.518913723314124, -9.66966234361668, 33.540516332404934], [10.308546441447003, 25.834453704480595, -16.80489469455681], [-7.3413479469534835, -4.2193767205897625, 5.862155151457615], [-21.20564748643224, 6.842947987308204, 5.989339667879985]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-295.54825440159425, -244.1225639518501, -127.62845966103173]","[0, 0, 0]","[1.9995377005717232, -1.1636273311431398, 0.30636351475971535]","[0, 0, 0]"
91,91,baseline_20260822_180915,1787418645,15.0,398000000000000.0,8033844.91375754,0.22553575910871546,0.2617993877991494,412.0809100303111,"[143483.67967490005, 756296.4024214501, 839442.9503368826]",59,594.627562477107,1.7763784399196115e-05,"[[22.116935470896404, 29.27100287896369, 28.849279633717348], [17.340846368158836, 18.765069198211254, 6.416276122310996], [15.461627337213097, -17.25641179435413, 9.286141734149817], [-14.95558125892137, -1.5232743320702604, 23.177218926673007], [-2.441228728739471, 1.8144713438480449, -27.32138497499211], [-6.086961837330244, 0.16443882651082836, 32.97375891614696]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-135.2843782817646, 411.2615109011085, -220.58692410226072]","[0, 0, 0]","[-0.642738695963252, -1.4406293445720748, 0.16106428607314857]","[0, 0, 0]"
92,92,baseline_20260822_180915,1787418646,15.0,398000000000000.0,7327665.728547544,0.22562680590023432,0.2617993877991494,270.44240752010074,"[145381.32845507856, 255274.5826239423, 386648.33857801324]",84,844.8267531888608,5.1898028918710786e-05,"[[-14.271878293030367, 24.50668389751211, -4.036610829985302], [-17.08207613484149, 14.739995203007359, -32.00969134707405], [33.381152114115054, 13.634576411096894, -5.017345055799459], [-0.5437485624585597, 3.634809234699789, -4.055064613808119], [34.29521418094106, -18.855791562301413, 15.048388611439066], [-14.791366940362234, 6.748491968817477, 1.6183931528714282]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[515.9851502177839, -729.777090293417, -320.7128636574113]","[0, 0, 0]","[0.7703314254862489, 1.2946578758103082, 1.4789308596554538]","[0, 0, 0]"
93,93,baseline_20260822_180915,1787418647,15.0,398000000000000.0,7697013.775586047,0.06280858945794134,0.2617993877991494,34.50281218795198,"[6859.057287672855, 26518.13382672, 30631.93852574263]",67,674.2377854476993,6.361447798789981e-05,"[[-8.458481495633682, -14.23012359066295, 10.750325787680678], [-4.271167745257089, 30.1346411303271, -15.999174277846668], [-10.247403287525987, 0.06786825624574337, 8.924768065636291], [12.368179228986197, 3.060002631124914, -2.903103330955126], [-2.3828335268944842, -2.653104777341926, 4.556892928497068], [6.477655524157722, 28.788161100260773, -21.98450984624478]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[33.10377013186528, 776.4015360802474, 168.87953130060797]","[0, 0, 0]","[-0.6730433439626415, 0.5984231919457896, -0.39600426614021195]","[0, 0, 0]"
94,94,baseline_20260822_180915,1787418648,15.0,398000000000000.0,7578066.228865477,0.203295838931169,0.2617993877991494,262.2325821055446,"[275319.7786357904, 368308.934332992, 457916.27085268486]",54,542.7363580120011,1.2029274322855609e-05,"[[3.932335808742274, -7.642470241901995, 1.8931064915694957], [4.346193363734581, -37.55171786226899, 12.98936662260473], [28.774757146250646, 23.466073536597893, -24.933065010963446], [-13.873411357015963, 39.00907186586303, 3.5100835624586484], [28.868518015414853, -8.199604597391454, -22.68037733753022], [-12.784902168231708, 2.0135327148784166, 45.02359886459775]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[30.190146266869757, -87.1557516759421, -155.8651775885992]","[0, 0, 0]","[0.43152203781952436, -0.044385185200292755, 1.9472339186677818]","[0, 0, 0]"
95,95,baseline_20260822_180915,1787418649,15.0,398000000000000.0,7747046.725470212,0.2175728319681931,0.2617993877991494,314.0268533553466,"[259314.0144887706, 583303.4624399504, 614906.8766177928]",46,469.91033653511226,5.230047861946665e-06,"[[27.969285811253595, 30.701597881706036, 25.047216640949504], [-22.053854169484325, -26.176898481668715, -14.17117774924799], [-34.474763758110264, 25.709245783098215, 20.461068424987666], [17.956648203466667, 5.229419792919033, 21.836417896951456], [-29.962389745253805, -25.11946152324896, 18.38617602234862], [-16.508414050614686, 21.7744129310708, 2.4801938806063326]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-389.3384332702386, -258.05945199832365, -57.06844555865998]","[0, 0, 0]","[-0.2710773722784493, -0.587422123874635, 1.4915353293395532]","[0, 0, 0]"
96,96,baseline_20260822_180915,1787418650,15.0,398000000000000.0,7779060.325539409,0.2600373780322676,0.2617993877991494,419.6914991667002,"[102438.18459788182, 235402.73661012598, 271974.22577516653]",88,889.1167274022756,5.681797150329802e-06,"[[-13.467171231086793, 11.481607874491587, 12.599724620967393], [8.478932043255549, 8.381325119896223, -7.161582085390757], [-36.96449333101897, 19.300098262195682, -3.4255750760792725], [-23.970473299604702, -11.704866685273643, 31.143818392903036], [-15.32820982970094, 16.439377460060562, 25.851242089227892], [22.549075464684105, -5.5776096652767215, 21.42044239556656]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-7.061147000415282, -1.469108155552036, 4.230896510261542]","[0, 0, 0]","[-1.1505458137240772, 1.6884448375665866, 0.12924215556915641]","[0, 0, 0]"
97,97,baseline_20260822_180915,1787418651,15.0,398000000000000.0,7604972.978385183,0.2132374332680606,0.2617993877991494,97.9853348840427,"[17454.82026300587, 126462.9461256814, 136515.03494313484]",74,749.8426687403087,2.2696417322511872e-05,"[[-6.389619606963787, -20.477344324944468, 15.127503973527137], [-1.0311281763250695, -5.579848957418323, 0.2441552044644147], [18.036753530744292, -10.137059065794423, -29.31474405579368], [-7.298490894586426, -33.01448351318796, -29.060722589790085], [-8.796007293620505, 7.064280574960776, 12.794792077655263], [14.527772306576715, 11.918969802692773, -26.31238520927245]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-24.324599811679615, 408.38699992697263, 245.3371925097682]","[0, 0, 0]","[-1.4505390556287896, 1.4557753000784346, 2.1418089979068378]","[0, 0, 0]"
98,98,baseline_20260822_180915,1787418652,15.0,398000000000000.0,7111060.272464777,0.10109062921986661,0.2617993877991494,345.9344622656279,"[112547.40077874198, 432980.90881808393, 464913.9987900297]",56,563.3864917507588,4.855608563832856e-05,"[[-18.562478526873665, -8.17198408180318, 26.11588191055929], [6.455722141802683, -10.674537489227143, 21.478576205884142], [-35.844457105288605, 11.701469535517319, 13.013718779861833], [13.593709428423475, 12.847437547431747, 4.73774542090958], [22.46623286156647, 30.351615256835693, -8.174873970051165], [12.574216192969725, -7.221385360439303, -11.337636136662601]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-294.63207430394135, 225.56918876162572, 318.2255357546973]","[0, 0, 0]","[0.9336176144541618, -0.9342524895259187, -1.9483896006544892]","[0, 0, 0]"
99,99,baseline_20260822_180915,1787418653,15.0,398000000000000.0,7599930.979403183,0.2288180443430323,0.2617993877991494,441.0476630686522,"[176000.35325438261, 330458.69289203663, 504119.98620553606]",39,397.1925648571834,1.0936148586320448e-05,"[[15.270916895715745, 8.164121535892102, 23.660058940071195], [-8.84252665945183, 22.582430926951538, 12.649600320914255], [15.545576018513781, -26.566842140670158, 11.918681577399191], [10.743142213880558, -6.576828720017013, 31.902774689100006], [3.5712486061747475, 3.0597874272398653, -5.761557558225233], [-9.903216599918206, 0.014184185628508848, -17.886992157361608]]",6,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-563.3988661353367, -192.22585362483647, -116.47830577181462]","[0, 0, 0]","[-2.343054844909608, -1.0018367350638318, 1.7295209873706556]","[0, 0, 0]"
